Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,IS_DISS,TITLE3,TITLE3_nospace,IS_DISS_TITLE,full_auth,AUTH,IS_AUTH,IS_DISS_AUTH,pq_Title,pq_Authors,pq_documentType,pq_elecPubDate,pq_entryDate,pq_issue,pq_pages,pq_placeOfPublication,pq_pubdate,pq_pubtitle,pq_year,pq_volume,Filename,Date,Additional Pages,ReviewType.1,Chapter,Chapter_Auth,special,downloaded
17.0,"DE Park, LM Bridges",Meet students where they are: Centering Wikipedia in the classroom,2022,Communications in information literacy,pdxscholar.library.pdx.edu,https://pdxscholar.library.pdx.edu/comminfolit/vol16/iss1/2/,"https://scholar.google.com/scholar?cites=18422423185976722114&as_sdt=2005&sciodt=0,5&hl=en",108.0,##########,,,,,,,,,17.0,9.0,9.0,2.0,2.0, we consider how participation in Wikipedia may be hindered  Art + Feminism are introduced. Students learn about the efforts of women and allies to increase representation in Wikipedia ,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1539&context=comminfolit,,Art+Feminism,True,TRUE,108.0,,mention,Art+Feminism,DE_Park__LM_Bridges_Meet_students_where_they_are_Centering_Wikipedia_in_the_classroom.pdf,0,0,##,,,True,Meet students where ,Meet students where,True,DE Park,Park,,True,Korean Art and the Avant-Garde Dilemma,"Park, Ki-Woong", Dissertation/Thesis,0, 2012,0.0,0,0,2012,PQDT - Global,2012.0,0.0,,,,,,,,False
0.0,DHD De Fazio,Two on the Transsibérien: Examining Sonia Delaunay-Terk's La Prose du Transsibérien et de la Petite Jehanne De France and Kitty Maryatt's Faithful Re …,2023,"EXAMINING SONIA DELAUNAY-TERK’S
LA PROSE DU TRANSSIBÉRIEN ET DE LA PETITE JEHANNE DE FRANCE
AND KITTY MARYATT’S FAITHFUL RE-CREATION",search.proquest.com,https://search.proquest.com/openview/5b8876bb3241eb0ad8535dd409a5c53e/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=jvKFrSGElLsAAAAA:qaPLmfKXOiUC2e0xEY95gkb-9YEVwb3bP42jdBGqKSX7e5BFlFEtHbmycsMsPrA6pJQBFgv5qQ,,307.0,##########,BOOK,,,,,,,,0.0,0.0,0.0,1.0,1.0," of Delaunay-Terk on Wikipedia, as of writing  Art + Feminism, which since 2011 has worked to close “information gaps related to gender, feminism, and the arts, beginning with Wikipedia.",https://search.proquest.com/openview/5b8876bb3241eb0ad8535dd409a5c53e/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=jvKFrSGElLsAAAAA:qaPLmfKXOiUC2e0xEY95gkb-9YEVwb3bP42jdBGqKSX7e5BFlFEtHbmycsMsPrA6pJQBFgv5qQ,,Art+Feminism,True,TRUE,307.0,,mention,Art+Feminism,DHD_De_Fazio_Two_on_the_Transsibérien_Examining_Sonia_Delaunay-Terks_La_Prose_du_Transsibérien_et_de_la_Petite_Jehanne_De_France_and_Kitty_Maryatts_Faithful_Re_....pdf,0,0,0,MA Thesis,,True,Two on the ,Two on the,True,DHD De Fazio,Fazio,,True,Two on the Transsibérien: Examining Sonia Delaunay-Terk’s <em>La Prose Du Transsibérien Et De La Petite Jehanne De France and Kitty Maryatt’s </em>Faithful<em> Re-Creation</em>,"Dias De Fazio, Diane Helen", Dissertation/Thesis,0, 2023,0.0,0,0,2023,ProQuest Dissertations and Theses,2023.0,0.0,,,,,,,,False
4.0,DR Plascencia,Medios digitales y el empoderamiento de las mujeres en América Latina: el caso de las editatonas,2021,Journal of Iberian and Latin American Research,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13260219.2021.2030282?casa_token=eGq6W1VrrxQAAAAA:Xf027HJFvjDHgIlQfQ7y0XGWyi_izy3gWgJ2aTaFspoNBeWuwFYqNG1bvQH8MnbK8tZE3IoHjbM9LcQ,"https://scholar.google.com/scholar?cites=5671356326139617159&as_sdt=2005&sciodt=0,5&hl=en",413.0,12/23/24 20:52,,10.1080/13260219.2021.2030282,,,,,,,4.0,1.33,4.0,1.0,3.0," para modificar o crear artículos wiki en la plataforma Wikipedia. El objetivo es componer  En 2014, el movimiento Art + Feminism celebró una de las primeras editatonas. El objetivo ",https://www.tandfonline.com/doi/pdf/10.1080/13260219.2021.2030282?casa_token=XVhDdElJYkgAAAAA:luA0fxeLNElYV6hW-52ivWEpzYc6AgPl8aL8iBrZQ-AdW8LRGcE7Q85FdslfshZjNbruHEJ3HhjD4Ww,,Art+Feminism,True,TRUE,413.0,,mention,Art+Feminism,DR_Plascencia_Medios_digitales_y_el_empoderamiento_de_las_mujeres_en_América_Latina_el_caso_de_las_editatonas.pdf,0,0,0,need PDF to verify,Institutional login,False,Medios digitales y ,Medios digitales y,False,DR Plascencia,Plascencia,,False,,,,,,,,,,,,,,,,,,,,False
1.0,"DW Mcdonald, M Zachry",On the Alignment Between Self-Declared Gender Identity and Topical Content from Wikipedia,2021,ACM Transactions on Social Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3450753?casa_token=GVU2CutSvcsAAAAA:Rsnl0A_Vacw7Gd1jiTmnxEkBI4I4a2oZcUYMeEYuhXMvc3RPeyQS0aIJFMY02ebNEdcn4juRZFxu,"https://scholar.google.com/scholar?cites=8112005056303795154&as_sdt=2005&sciodt=0,5&hl=en",207.0,##########,,10.1145/3450753,,,,,,,1.0,0.0,1.0,2.0,3.0," of topical article content from Wikipedia. Through thousands of  bias, we leverage two of Wikipedia’s category systems to  are part of efforts by the Wikipedia art+feminism group [30]. ",https://dl.acm.org/doi/pdf/10.1145/3450753?casa_token=CBh_mAIKFEQAAAAA:q3IbdypdDGOGQkD4H_oVHbczNCKk1neZNqwqtHPr8JXdlOyA8SRzRcCZwuOx4eA12G-kg-n4Tckt,,Art+Feminism,True,TRUE,207.0,,mention,Art+Feminism,DW_Mcdonald__M_Zachry_On_the_Alignment_Between_Self-Declared_Gender_Identity_and_Topical_Content_from_Wikipedia.pdf,0,0,0,,,False,On the Alignment ,On the Alignment,False,DW Mcdonald,Mcdonald,,False,,,,,,,,,,,,,,,,,,,,False
19.0,E Kapsalis,Wikidata: Recruiting the crowd to power access to digital archives,2019,Journal of Radio &Audio Media,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/19376529.2019.1559520?casa_token=PPHi9OlXY2IAAAAA:9FJOdwyVl88ebmQN2kaTc8XRGdGY3YC8meBkqGhqt9T6dgIB6JgpoIkD6nvyQkyQ3g-zNu08bBjPrjQ,"https://scholar.google.com/scholar?cites=14042912860149318558&as_sdt=2005&sciodt=0,5&hl=en",134.0,##########,,10.1080/19376529.2019.1559520,,,,,,,19.0,4.0,19.0,1.0,5.0," Wikipedia articles based on the institution’s collections and resources, and helps coordinate Wikipedia edit-a-thons which are events for Wikipedia  ” and “Art + Feminism” have raised ",https://www.tandfonline.com/doi/pdf/10.1080/19376529.2019.1559520?casa_token=PQvwAXu7HwYAAAAA:CiGi_xXWr2j4_yXMPCyJY7a-o7yZMJAx5TRgqb8hsIwecCn2HKYn_LbkpUob6kDE4GByWaekVfwW1J8,,Art+Feminism,True,TRUE,134.0,,mention,Art+Feminism,E_Kapsalis_Wikidata_Recruiting_the_crowd_to_power_access_to_digital_archives.pdf,0,0,0,,,False,Wikidata: Recruiting the ,Wikidata: Recruiting the,False,E Kapsalis,Kapsalis,,False,,,,,,,,,,,,,,,,,,,,False
6.0,E Losh,Together apart: FemTechNet and feminist online collectives,2016,"Camera Obscura: Feminism, Culture, and Media …",read.dukeupress.edu,https://read.dukeupress.edu/camera-obscura/article-abstract/31/3%20(93)/133/58569,"https://scholar.google.com/scholar?cites=17612890803224730728&as_sdt=2005&sciodt=0,5&hl=en",118.0,##########,,,,,,,,,6.0,1.0,6.0,1.0,8.0," Wikipedia,” it was difficult to coordinate a response because so many campuses were participating in the Wikipedia-  as the Global Women Wikipedia Write- In and Art+Feminism, both of ",,,Art+Feminism,True,TRUE,118.0,,mention,Art+Feminism,E_Losh_Together_apart_FemTechNet_and_feminist_online_collectives.pdf,0,Art+Feminism,##,,,False,Together apart: FemTechNet ,Together apart: FemTechNet,False,E Losh,Losh,,False,,,,,,,,,,,,,,,,,,,,False
0.0,E Losh,You are the main character: attribution and visibility on TikTok,2024,New Review of Hypermedia and Multimedia,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13614568.2024.2420107?casa_token=VMQNPjg84roAAAAA:N2kigloJheUuMfIIRRc5NcdEM8jPs3Dlj49dTlQuTRi2Bt_Juec5TfsEYlD_sqg7B4Gtc5_E_0gXNKo,,351.0,12/23/24 20:52,,10.1080/13614568.2024.2420107,,,,,,,0.0,0.0,0.0,1.0,1.0," Editing for equality: The outcomes of the art + feminism wikipedia edit-a-thons. Art Documentation: Journal of the Art Libraries Society of North America, 34(open in a new window)(2(",https://www.tandfonline.com/doi/pdf/10.1080/13614568.2024.2420107?casa_token=8WiOONYOMTAAAAAA:kbx4fWjlmn0Yev-7IYcrxJxPaCFJ5Mt9vJi3ZoxokSzjgdq9rqZfIQVc0JW45yUjiCYPFvrD_aLXdNw,,Art+Feminism,True,TRUE,351.0,,mention,Art+Feminism,E_Losh_You_are_the_main_character_attribution_and_visibility_on_TikTok.pdf,0,0,0,need PDF to verify,Institutional login,False,You are the ,You are the,False,E Losh,Losh,,False,,,,,,,,,,,,,,,,,,,,False
31.0,"E Losh, J Wernimont, L Wexler, HA Wu","Putting the human back into the digital humanities: Feminism, generosity, and mess",2016,Debates in the digital humanities,JSTOR,https://www.jstor.org/stable/pdf/10.5749/j.ctt1cn6thb.13.pdf?acceptTC=true&coverpage=false&addFooter=false,"https://scholar.google.com/scholar?cites=3600200595399624523&as_sdt=2005&sciodt=0,5&hl=en",141.0,##########,,10.5749/j.ctt1cn6thb.13,,,,,,,31.0,4.0,8.0,4.0,8.0," Wikipedia strategy central to its curriculum and later joined those organizing Global Women Wikipedia Write- Ins, Art+Feminism  Mark Nunes has argued that Wikipedia has become “the ",,,Art+Feminism,True,TRUE,141.0,,mention,Art+Feminism,"E_Losh__J_Wernimont__L_Wexler__HA_Wu_Putting_the_human_back_into_the_digital_humanities_Feminism,_generosity,_and_mess.pdf",0,Art+Feminism,0,,,False,Putting the human ,Putting the human,False,E Losh,Losh,,False,,,,,,,,,,,,,,,,,,,,False
0.0,E SOBRELab,III ENCUENTROS SOBRE DINÁMICAS DE COMU--NICACIÓN ACTUALES EN EL ARTE CONTEMPO--RÁNEO.,2024,SOBRE Lab,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23871733&AN=176257734&h=Sue%2FAxS5Pq7VXyKkADso%2FDoZKSdTa6QzIPJNAFN%2FRKmySGBt6ETv1ttFm3yuZvycqr9QRqFwdEyQkrYj%2Btw9Yg%3D%3D&crl=c,,433.0,12/23/24 20:52,,,,,,,,,0.0,0.0,0.0,1.0,1.0, remiten desde sus sitios web a Wikipedia para consultar la biografía de artistas  ART+FEMINISM (9) están haciendo una importante labor para reducir la brecha de género en Wikipedia ,,,Art+Feminism,True,TRUE,433.0,,mention,Art+Feminism,E_SOBRELab_III_ENCUENTROS_SOBRE_DINÁMICAS_DE_COMU--NICACIÓN_ACTUALES_EN_EL_ARTE_CONTEMPO--RÁNEO..pdf,0,0,0,need PDF to verify,Institutional login,False,III ENCUENTROS SOBRE ,III ENCUENTROS SOBRE,False,E SOBRELab,SOBRELab,,False,,,,,,,,,,,,,,,,,,,,False
2.0,EJ Kelly,Assessing Impact of Medium-Sized Institution Digital Cultural Heritage on Wikimedia Projects,2019,Journal of Contemporary Archival Studies,elischolar.library.yale.edu,https://elischolar.library.yale.edu/jcas/vol6/iss1/25/,"https://scholar.google.com/scholar?cites=11108390534197708325&as_sdt=2005&sciodt=0,5&hl=en",167.0,##########,,,,,,,,,2.0,0.0,2.0,1.0,5.0," , in which groups of new and seasoned Wikipedia editors converge and attempt to improve  “gendered activism,” such as the annual art+feminism wiki edit-athon events.However, these ",https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1101&context=jcas,,Art+Feminism,True,TRUE,167.0,,mention,Art+Feminism,EJ_Kelly_Assessing_Impact_of_Medium-Sized_Institution_Digital_Cultural_Heritage_on_Wikimedia_Projects.pdf,0,0,0,,,False,Assessing Impact of ,Assessing Impact of,False,EJ Kelly,Kelly,,True,,,,,,,,,,,,,,,,,,,,False
2.0,G Black,Museums and the digital revolution,2020,Museums and the Challenge of Change,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003043010-4/museums-digital-revolution-graham-black,"https://scholar.google.com/scholar?cites=3755991810590251756&as_sdt=2005&sciodt=0,5&hl=en",323.0,12/23/24 20:52,,10.4324/9781003043010-4,,,,,,,2.0,0.5,2.0,1.0,4.0," focused on a particular campaign, such as Art+Feminism. Since the inception of WCI, one of  Irish language Wikipedia and beyond. In the very early days of the English Wikipedia, much ",,,Art+Feminism,True,TRUE,323.0,,mention,Art+Feminism,G_Black_Museums_and_the_digital_revolution.pdf,0,0,0,need PDF to verify,Institutional login,True,Museums and the ,Museums and the,True,G Black,Black,,True,Museums and the Challenge of Change: Old Institutions in a New World,0, Book,0," Dec 30, 2020",0.0,0, Oxford,"Dec 30, 2020",Museums and the Challenge of Change,2020.0,0.0,,,,,,,,False
3.0,"H Ford, T Pietsch, K Tall",Gender and the invisibility of care on Wikipedia,2023,Big Data &Society,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/20539517231210276,"https://scholar.google.com/scholar?cites=682817703652197470&as_sdt=2005&sciodt=0,5&hl=en",40.0,##########,,10.1177/20539517231210276,,,,,,,3.0,3.0,1.0,3.0,1.0," As the Art + Feminism project team state on their website: ‘When cis and trans women, non-binary people, and people of color, and Indigenous communities are not represented in the ",https://journals.sagepub.com/doi/pdf/10.1177/20539517231210276,,Art+Feminism,True,TRUE,40.0,,mention,Art+Feminism,H_Ford__T_Pietsch__K_Tall_Gender_and_the_invisibility_of_care_on_Wikipedia.pdf,0,0,0,,,False,Gender and the ,Gender and the,False,H Ford,Ford,,True,,,,,,,,,,,,,,,,,,,,False
16.0,"H Webb, K Laing",Engaging with social media: the Emily Carr University of art and design library experience,2015,Art Documentation: Journal of the Art Libraries Society of North America,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/680570,"https://scholar.google.com/scholar?cites=2551823481747433462&as_sdt=2005&sciodt=0,5&hl=en",255.0,##########,,10.1086/680570,,,,,,,16.0,2.0,8.0,2.0,9.0, The four tweets that were retweeted twice ranged in topic from an art show announcement to a link to the Art + Feminism Wikipedia Edit-A-Thon day ,https://ecuad.arcabc.ca/islandora/object/ecuad%3A12981/datastream/PDF/view,,Art+Feminism,True,TRUE,255.0,,mention,Art+Feminism,H_Webb__K_Laing_Engaging_with_social_media_the_Emily_Carr_University_of_art_and_design_library_experience.pdf,0,0,##,,,False,Engaging with social ,Engaging with social,False,H Webb,Webb,,False,,,,,,,,,,,,,,,,,,,,False
9.0,"HT Dyer, C Abidin",Understanding identity and platform cultures,2022,The SAGE handbook of digital society,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=5409557&publisher=FZ7200#page=195,"https://scholar.google.com/scholar?cites=6147445097257236531&as_sdt=2005&sciodt=0,5&hl=en",386.0,##########,,,,,,,,,9.0,5.0,5.0,2.0,2.0," For example, activists such as the ‘Art+ Feminism’collective,  Wikipedia ‘edit-a-thons’ to correct for the fact that, by Wikimedia’s own accounting, 90 per cent of contributors to Wikipedia ",https://ueaeprints.uea.ac.uk/id/eprint/84930/1/Understanding_Identity_and_Platform_Cultures_Dyer_Abidin.pdf,,Art+Feminism,True,TRUE,386.0,,mention,Art+Feminism,HT_Dyer__C_Abidin_Understanding_identity_and_platform_cultures.pdf,0,0,0,,,False,Understanding identity and ,Understanding identity and,False,HT Dyer,Dyer,,False,,,,,,,,,,,,,,,,,,,,False
0.0,J Castro Varón,Cita: a feminist open-access digital library and print-on-demand publisher,2018,"The Report Committee for Juliana Castro Varón
Certifies that this is the approved version of the following report",repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/items/bd222b1b-9324-45e8-80a8-73ee844b18d2,,120.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,6.0," Projects such as Art + Feminism, a campaign aiming to extend the coverage of cis- and transgender women as well as feminism and the arts on Wikipedia, have encouraged greater ",https://repositories.lib.utexas.edu/bitstreams/374bbb53-937e-477c-99d7-c2f27295b658/download,,Art+Feminism,True,TRUE,120.0,,mention,Art+Feminism,J_Castro_Varón_Cita_a_feminist_open-access_digital_library_and_print-on-demand_publisher.pdf,0,0,0,,,False,Cita: a feminist ,Cita: a feminist,False,J Castro Varón,Varón,,False,,,,,,,,,,,,,,,,,,,,False
6.0,J Crilly,A reflexive lens: Critical librarianship at UAL,2019,Art Libraries Journal,cambridge.org,https://www.cambridge.org/core/journals/art-libraries-journal/article/reflexive-lens-critical-librarianship-at-ual/D7EE3358BD17ED4D7E03B880E0330A4C,"https://scholar.google.com/scholar?cites=348597908030008655&as_sdt=2005&sciodt=0,5&hl=en",138.0,##########,,,,,,,,,6.0,1.0,6.0,1.0,5.0," Cassy Sachar and Alex Duncan describe an Art + Feminism Wikipedia  Art + Feminism project is informed by a feminist critique of the lack of information on women artists in Wikipedia, ",https://search.proquest.com/openview/3e4ac15e8baa07c78aef1208b4b6ce26/1?pq-origsite=gscholar&cbl=636385&casa_token=MPCkY3nv3EUAAAAA:9uacJfC_AoToSwO7oldVRqMW-1TTWoTgupcFiM9FZr70tH_yw4-WLuY-haxM9blSLev3UUE8bQ,,Art+Feminism,True,TRUE,138.0,,mention,Art+Feminism,J_Crilly_A_reflexive_lens_Critical_librarianship_at_UAL.pdf,0,0,0,,,True,A reflexive lens: ,A reflexive lens:,True,J Crilly,Crilly,,True,A reflexive lens: Critical librarianship at UAL,"Crilly, Jess", Journal Article,0, Apr 2019,2.0, 83-91, Cambridge,Apr 2019,Art Libraries Journal,2019.0,44.0,,,,,,,,False
0.0,"J Jensnäs, C Kelly",Kvinnor inom konst och feminism: En studie i feministisk symbolik inom nutidskonsten,2019,Women in art and feminism: A study in feminist symbolism in contemporary art.,gupea.ub.gu.se,https://gupea.ub.gu.se/handle/2077/60362,,121.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,5.0, Title: Women in art and feminism: A study in feminist symbolism in contemporary art. By:  På hemsidan Wikipedia finns exempelvis enbart fyra meningar skrivna om feministisk konst i ,https://gupea.ub.gu.se/bitstream/handle/2077/60362/gupea_2077_60362_1.pdf?sequence=1&isAllowed=y,,Art and Feminism,True,TRUE,573.0,,mention,Art+Feminism,J_Jensnäs__C_Kelly_Kvinnor_inom_konst_och_feminism_En_studie_i_feministisk_symbolik_inom_nutidskonsten.pdf,0,0,0,,,False,Kvinnor inom konst ,Kvinnor inom konst,False,J Jensnäs,Jensnäs,,False,,,,,,,,,,,,,,,,,,,,False
8.0,J Lubbock,Wikipedia and libraries,2018,Alexandria,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0955749018794968?casa_token=WMOowgpFDawAAAAA:LQuuW6uauNG1mHuBMLGBnt0Q8ODKgq1LNobP5DG7c4_2yTIlVOybAq7-nsCT0aXoTiIRrOY8cUua,"https://scholar.google.com/scholar?cites=14708395046517639422&as_sdt=2005&sciodt=0,5&hl=en",60.0,##########,,10.1177/0955749018794968,,,,,,,8.0,1.0,8.0,1.0,6.0," These provide frameworks for libraries to run Wikipedia-related events. Art + Feminism 10 aims to increase female participation in Wikipedia, and Open Access Week 11 in October is a ",https://journals.sagepub.com/doi/full/10.1177/0955749018794968?casa_token=Sb-bENGBOlAAAAAA:XQWjjnuz07tl79dn1XzESt-dv_wYRWw7rRnE__6jbgJnzEkqEHWTCx0Kuyf2ReV68s73z89RoJtV,,Art+Feminism,True,TRUE,60.0,,mention,Art+Feminism,J_Lubbock_Wikipedia_and_libraries.pdf,0,0,0,,,False,Wikipedia and libraries,Wikipedia and librarie,False,J Lubbock,Lubbock,,False,,,,,,,,,,,,,,,,,,,,False
0.0,J Mabey,"Not Mine Alone, Nor Mine to Own: Some Reflections on the Young Girl",2017,Journal of Feminist Scholarship,digitalcommons.uri.edu,https://digitalcommons.uri.edu/jfs/vol12/iss12/2/,,297.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,7.0," platforms for more concrete activism, like the Art+Feminism Wikipedia Edit-a-Thons—cofounded in 2013 with Siân Evans, Michael Mandiberg, and Laurel Ptack—these labors will ",https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1120&context=jfs,,Art+Feminism,True,TRUE,297.0,,mention,Art+Feminism,"J_Mabey_Not_Mine_Alone,_Nor_Mine_to_Own_Some_Reflections_on_the_Young_Girl.pdf",0,0,0,,,False,"Not Mine Alone, ","Not Mine Alone,",False,J Mabey,Mabey,,True,,,,,,,,,,,,,,,,,,,,False
0.0,"J Pasricha, AJE Fisher",Writing Women into Wikipedia,,Participatory Research and Inquiry,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=5018768&publisher=FZ7200#page=575,,29.0,12/23/24 20:52,,,,,,,,,0.0,0.0,0.0,2.0,, 12 We looked at stub (short pages on Wikipedia) categories on Wikipedia which needed expansion and thus made lists for ourselves. Women in Red 13 and Art+ Feminism’s 14 lists ,,,Art+Feminism,True,TRUE,29.0,,mention,Art+Feminism,J_Pasricha__AJE_Fisher_Writing_Women_into_Wikipedia.pdf,0,0,0,need PDF to verify,PAID,False,Writing Women into ,Writing Women into,False,J Pasricha,Pasricha,,False,,,,,,,,,,,,,,,,,,,,False
27.0,JC Edwards,Wiki women: Bringing women into Wikipedia through activism and pedagogy,2015,The History Teacher,JSTOR,https://www.jstor.org/stable/24810523,"https://scholar.google.com/scholar?cites=3808226324936105312&as_sdt=2005&sciodt=0,5&hl=en",24.0,12/23/24 20:52,,,,,,,,,27.0,3.0,27.0,1.0,9.0," display data mined from Wikipedia alongside search results; even if users do not click on the Wikipedia link, the page of results still confronts users with Wikipedia's content. 2 There is ",https://www.academia.edu/download/37657921/M15_Edwards.pdf,,Art+Feminism,True,?,24.0,,mention,Art+Feminism,JC_Edwards_Wiki_women_Bringing_women_into_Wikipedia_through_activism_and_pedagogy.pdf,0,0,0,,0,False,Wiki women: Bringing ,Wiki women: Bringing,False,JC Edwards,Edwards,,True,,,,,,,,,,,,,,,,,,,,False
